budget_type,vacation_type,travel_mode,destination_chosen
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Urban Entertainment & Nightlife,Train,Copenhagen
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Cheap,Urban Entertainment & Nightlife,Train,Liverpool
Cheap,Relaxation & Wellness,Plane,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Athens
Medium,Cultural & Historical Exploration,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Budapest
Medium,Cultural & Historical Exploration,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Cultural & Historical Exploration,Train,Tbilisi
Expensive,Urban Entertainment & Nightlife,Train,Helsinki
Cheap,Urban Entertainment & Nightlife,Train,Moscow
Cheap,Cultural & Historical Exploration,Train,Chisinau
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Medium,Nature & Outdoor Adventure,Train,Geneva
Medium,Urban Entertainment & Nightlife,Train,Birmingham
Medium,Relaxation & Wellness,Plane,Bristol
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Belgrade
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Train,Antwerp
Expensive,Cultural & Historical Exploration,Plane,Rome
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Basel
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Baku
Cheap,Relaxation & Wellness,Plane,Glasgow
Cheap,Relaxation & Wellness,Plane,London
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Tallinn
Cheap,Cultural & Historical Exploration,Train,Sofia
Medium,Cultural & Historical Exploration,Plane,Milan
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Urban Entertainment & Nightlife,Train,Skopje
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Berlin
Medium,Urban Entertainment & Nightlife,Train,Bristol
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Cultural & Historical Exploration,Plane,Warsaw
Expensive,Urban Entertainment & Nightlife,Train,Budapest
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Relaxation & Wellness,Plane,Minsk
Cheap,Relaxation & Wellness,Plane,Edinburgh
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,London
Cheap,Urban Entertainment & Nightlife,Train,Helsinki
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Urban Entertainment & Nightlife,Train,Belgrade
Medium,Nature & Outdoor Adventure,Train,Sarajevo
Medium,Nature & Outdoor Adventure,Train,Belgrade
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Plane,Berlin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Copenhagen
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Sarajevo
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Medium,Relaxation & Wellness,Plane,Chisinau
Cheap,Nature & Outdoor Adventure,Plane,Madrid
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Cultural & Historical Exploration,Plane,Milan
Cheap,Urban Entertainment & Nightlife,Train,London
Medium,Cultural & Historical Exploration,Plane,Madrid
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Cultural & Historical Exploration,Train,Geneva
Medium,Urban Entertainment & Nightlife,Train,Glasgow
Medium,Nature & Outdoor Adventure,Train,Sheffield
Cheap,Relaxation & Wellness,Plane,Minsk
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Cultural & Historical Exploration,Train,Moscow
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Paris
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Zagreb
Medium,Cultural & Historical Exploration,Plane,Madrid
Cheap,Urban Entertainment & Nightlife,Train,Milan
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Relaxation & Wellness,Plane,Coventry
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Cultural & Historical Exploration,Plane,Rome
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Glasgow
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Plane,Istanbul
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Cheap,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Train,Birmingham
Medium,Nature & Outdoor Adventure,Train,London
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Urban Entertainment & Nightlife,Train,Milan
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Train,Sheffield
Cheap,Urban Entertainment & Nightlife,Train,London
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Medium,Relaxation & Wellness,Train,Rome
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Cultural & Historical Exploration,Plane,Warsaw
Expensive,Urban Entertainment & Nightlife,Train,Geneva
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Relaxation & Wellness,Plane,Bucharest
Cheap,Cultural & Historical Exploration,Train,Riga
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Cheap,Urban Entertainment & Nightlife,Train,Prague
Cheap,Urban Entertainment & Nightlife,Train,Prague
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Expensive,Cultural & Historical Exploration,Train,Amsterdam
Cheap,Urban Entertainment & Nightlife,Plane,Nottingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Antwerp
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Glasgow
Medium,Cultural & Historical Exploration,Plane,Munich
Medium,Cultural & Historical Exploration,Plane,Vienna
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Minsk
Cheap,Relaxation & Wellness,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Budapest
Expensive,Cultural & Historical Exploration,Plane,Basel
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Urban Entertainment & Nightlife,Train,Madrid
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Bucharest
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,London
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Zagreb
Medium,Urban Entertainment & Nightlife,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Relaxation & Wellness,Plane,Sarajevo
Medium,Cultural & Historical Exploration,Plane,Vienna
Cheap,Relaxation & Wellness,Plane,Stockholm
Medium,Nature & Outdoor Adventure,Train,Moscow
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Cheap,Urban Entertainment & Nightlife,Train,Sarajevo
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Nature & Outdoor Adventure,Train,Sheffield
Medium,Nature & Outdoor Adventure,Train,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Relaxation & Wellness,Plane,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Cultural & Historical Exploration,Train,Chisinau
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Milan
Medium,Cultural & Historical Exploration,Plane,Prague
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Medium,Nature & Outdoor Adventure,Train,Milan
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Cheap,Cultural & Historical Exploration,Train,Zagreb
Medium,Nature & Outdoor Adventure,Train,Helsinki
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Plane,Copenhagen
Medium,Relaxation & Wellness,Train,Dublin
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Urban Entertainment & Nightlife,Train,Nottingham
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Rome
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Zürich
Cheap,Cultural & Historical Exploration,Train,Bucharest
Cheap,Urban Entertainment & Nightlife,Train,Edinburgh
Cheap,Relaxation & Wellness,Train,Belgrade
Medium,Nature & Outdoor Adventure,Train,Leeds
Medium,Urban Entertainment & Nightlife,Train,Antwerp
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Expensive,Cultural & Historical Exploration,Plane,Basel
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Medium,Nature & Outdoor Adventure,Train,Sofia
Medium,Nature & Outdoor Adventure,Train,Zagreb
Cheap,Cultural & Historical Exploration,Train,Zagreb
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Plane,Kraków
Medium,Nature & Outdoor Adventure,Train,Bradford
Medium,Urban Entertainment & Nightlife,Train,Leicester
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Medium,Urban Entertainment & Nightlife,Train,Leicester
Medium,Cultural & Historical Exploration,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Basel
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Copenhagen
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Expensive,Cultural & Historical Exploration,Plane,Rome
Cheap,Urban Entertainment & Nightlife,Train,Liverpool
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Cultural & Historical Exploration,Train,Bucharest
Cheap,Nature & Outdoor Adventure,Plane,Ljubljana
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Warsaw
Cheap,Relaxation & Wellness,Plane,Liverpool
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Skopje
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Milan
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Minsk
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Cultural & Historical Exploration,Plane,Munich
Medium,Nature & Outdoor Adventure,Train,Sheffield
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Expensive,Nature & Outdoor Adventure,Train,Tbilisi
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Riga
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Cultural & Historical Exploration,Plane,Munich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Glasgow
Cheap,Urban Entertainment & Nightlife,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Antwerp
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Chisinau
Expensive,Urban Entertainment & Nightlife,Plane,Berlin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Minsk
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Milan
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Cheap,Urban Entertainment & Nightlife,Train,Stuttgart
Medium,Cultural & Historical Exploration,Plane,Istanbul
Expensive,Urban Entertainment & Nightlife,Train,Leicester
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Moscow
Expensive,Cultural & Historical Exploration,Plane,Rome
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Urban Entertainment & Nightlife,Train,Paris
Medium,Nature & Outdoor Adventure,Train,Madrid
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Urban Entertainment & Nightlife,Train,Liverpool
Medium,Nature & Outdoor Adventure,Train,Edinburgh
Cheap,Cultural & Historical Exploration,Train,Bradford
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Train,Coventry
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Berlin
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Milan
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Bristol
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Nature & Outdoor Adventure,Train,Edinburgh
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Urban Entertainment & Nightlife,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Baku
Medium,Nature & Outdoor Adventure,Train,Bristol
Cheap,Relaxation & Wellness,Plane,Madrid
